id,name,country,lat,lon,location_precision,description,elevation_m,distance_to_coast_km,climate_zone
210176087,Mangadu Megalithic Site,India,8.911111,76.622222,precise,An archaeological site with Iron Age funerary megaliths located in the vicinity of the modern Moonamkutty-Mangad Road in the northeastern portion of India's Kollam municipality. The site was damaged by cashewnut tree farming and is now not visible due to habitation on the site.,22.0,132.1,equatorial
241021040,Ta Prohm,Cambodia,13.434835994579696,103.88935323400896,precise,Khmer temple at Angkor constructed in 1186 CE under Jayavarman VII.,35.0,318.1,tropical
229277206,Qutb Minar,India,28.524401,77.1855011,precise,The second tallest minar (73 m) in India after Minar-E-Fateh was built by Qutb-ud-din Aibak beginning in AD 1192. The monument is listed as a UNESCO World Heritage Site.,250.0,1148.9,subtropical
224541893,Vessagiriya,Sri Lanka,8.328036113461684,80.38996056803015,precise,"Vessagiriya is the site of an ancient Buddhist forest monastery in Sri Lanka. It is considered part of the ruined site of Anuradhapura. The monastery was initially built in the middle of the third century BCE and was expanded in the late fifth century CE. A Roman bronze coin, as well as punch-marked coins and/or ingots, were excavated at Vessagiriya in the first decade of the 20th century.",90.0,169.2,equatorial
25660908,Machilipatnam,India,16.1817369,81.1348181,precise,"A modern city in the Indian state of Andhra Pradesh, Machilipatnam served as a major port on the Bay of Bengal, from the 16th through the 19th centuries. Some Roman coins and Mediterranean ceramics have been recovered in the area.",7.0,365.0,tropical
59934,Mirzapur,India,25.219374,82.299705,precise,"An ancient place, cited: BAtlas 6 E4 Mirzapur",91.0,665.9,subtropical
59959,Orumcolae/Korandakaloi,India,24.76729762655588,92.35610866237346,precise,"An ancient place, cited: BAtlas 6 G5 Orumcolae/Korandakaloi",14.0,484.0,subtropical
59914,Mandaei,India,23.821306227935445,85.35171892605567,precise,"An ancient place, cited: BAtlas 6 E5 Mandaei",536.0,331.0,subtropical
59902,Maghas,India,25.454140363015323,81.00216390253907,precise,"An ancient place, cited: BAtlas 6 E4 Maghas",107.0,788.8,subtropical
59955,Oratae,India,26.60396041428212,74.24012882487686,precise,"An ancient people, tribe, or cultural group. Located: Rathors, people in Ajmir region.",345.0,858.3,subtropical
59903,Magon (river),India,24.5953202848868,85.07818481102056,precise,The Mohana River.,135.0,402.6,subtropical
59978,Palibothra,India,25.614443,85.13502,precise,"A key ancient city of north central India, Palibothra reached its cultural peak during the third century BCE under Asoka.",57.0,472.4,subtropical
59919,Maroundai,India,26.12642188032687,88.01989263255584,precise,"An ancient place, cited: BAtlas 6 F4 Maroundai",50.0,404.2,subtropical
59935,Mitras,India,28.49248956590193,79.98363391176228,precise,"An ancient place, cited: BAtlas 6 D4 Mitras",181.0,1067.4,subtropical
59962,Ottorokorai/Hyperboraei,India,30.58742568709274,81.51979629050639,precise,"An ancient place, cited: BAtlas 6 D3 Ottorokorai/Hyperboraei",4701.0,1123.5,subtropical
59923,Mauryas,India,26.213061925068008,80.89886660447735,precise,"An ancient place, cited: BAtlas 6 D4 Mauryas",115.0,844.4,subtropical
59990,Pentapolis,India,22.334611,91.822736,precise,"An ancient place, cited: BAtlas 6 G5 Pentapolis",10.0,362.6,tropical
59912,Mallus (mountain),India,24.84755155691068,87.29169465742618,precise,"An ancient place, cited: BAtlas 6 F5 Mallus M.",89.0,280.5,subtropical
59904,Maiandros (mountain),India,23.61534386654545,93.73105122351193,precise,A mountain chain in Arakan.,1073.0,569.3,subtropical
59953,Oidanes/Diardines (river),India,28.34389630715664,90.6643547085122,precise,"An ancient place, cited: BAtlas 6 G4 Oidanes/Diardines fl.",4776.0,691.8,subtropical
59973,Ozoana,India,26.638152,79.3409,precise,"An ancient place, cited: BAtlas 6 D4 Ozoana",144.0,999.3,subtropical
59965,Ouindion M.,India,22.58507677744753,76.27631039743082,precise,"An ancient place, cited: BAtlas 6 D5 Ouindion M.",417.0,538.0,tropical
59908,Mālavas,India,25.843791108841906,74.87536851741842,precise,"An ancient place, cited: BAtlas 6 C4 Mālavas",371.0,790.3,subtropical
59909,Maleus (mountain),India,22.5,87.5,rough,Parswanath hill.,19.0,82.2,tropical
59972,Ozene,India,23.177194,75.782933,precise,"An ancient place, cited: BAtlas 6 D5 Ozene",493.0,558.1,tropical
59925,Mega Stoma,India,22.83827433433748,88.85902563898368,rough,"Ptolemy enumerates the ancient mouths (stomata) of the Ganges river, from west to east. He lists ""Mega Stoma"" as the second of these. Due to significant natural and constructed changes in the hydrology of the Ganges within and since antiquity, modern scholars cannot securely identify a particular channel in the Ganges delta today, but the Barrington Atlas does connect the ancient Oxymatis (modern Ichamati) river with the Mega stoma.",4.0,68.6,tropical
59952,Odonbaeorae,India,31.952442975200075,75.82468635811176,precise,"An ancient place, cited: BAtlas 6 D3 Odonbaeorae",327.0,1471.7,subtropical
59905,Mais (river),India,23.14532665810573,74.05849595954383,precise,"An ancient place, cited: BAtlas 6 C5 Mais fl.",203.0,479.1,tropical
59913,Maltecorae,India,27.297169328198937,75.6899519139831,precise,"An ancient place, cited: BAtlas 6 D4 Maltecorae",484.0,968.6,subtropical
59991,Persakra,India,27.99437543860005,78.46147737434983,precise,"An ancient settlement of India, mentioned by Ptolemy, that Vogel 1952 identifies with the Sanskrit toponym Paricakra in the Shatapatha Brahmana. BAtlDir tentatively locates it in the vicinity of a modern ""Sakra"" (a common placename). This modern town, based on the BAtlas coordinates, lies to the northeast of modern Aligarh in Uttar Pradesh. It does not seem to appear in open, online gazetteers.",183.0,1154.3,subtropical
59910,Malli,India,24.40202662520794,87.04258149157646,precise,"An ancient Indian people that settled at the confluence of the rivers Hydaspes, Acesines, and Hydraotes.",206.0,247.3,subtropical
59992,Pertalis,India,23.013782,88.414196,precise,"An ancient place, cited: BAtlas 6 F5 Pertalis",13.0,58.3,tropical
59971,Oxymatis (river),India,22.88949134012961,88.84745843155267,precise,The Ichamati River.,4.0,70.9,tropical
59926,Memadakhedi,India,22.523077,76.289743,precise,"An ancient place, cited: BAtlas 6 D5 Memadakhedi",289.0,533.9,tropical
59989,Pauravas,India,32.72520584135368,74.03014464762643,precise,"An ancient place, cited: BAtlas 6 C3 Pauravas",258.0,1531.1,subtropical
59966,Ouxenton (mountain),India,22.804016131931185,82.6490584905173,precise,Mountains linking Vindhya ranges to E Ghaṭs Skt.: Ṛkṣavat.,413.0,517.0,tropical
59931,Methora,India,27.483527,77.678846,precise,"An ancient place, cited: BAtlas 6 D4 Methora",179.0,1066.6,subtropical
59900,Mactocalingae,India,22.66527272514604,81.02629615499434,precise,"An ancient place, cited: BAtlas 6 E5 Mactocalingae",672.0,677.2,tropical
59901,Madyandinoi,India,26.51705136122212,85.6465210471525,precise,"An ancient people, tribe, or cultural group. Located: Skt.: Mādhyandini.",56.0,521.1,subtropical
59960,Oscobares (mountain),India,31.0660734,81.3113433,precise,Mt. Kailash.,6442.0,1177.6,subtropical
599210092,Kopia,India,26.874272256012016,83.0789322670274,precise,"Settlement and glassmaking site in northern India, inhabited and in use during the first millennium BCE.",80.0,717.3,subtropical
59758,Campā,India,25.781491,87.439721,precise,"An ancient place, cited: BAtlas 6 F4 Campā",35.0,375.2,subtropical
59719,Astomi,India,30.746069477488664,80.44915267747022,precise,"An ancient place, cited: BAtlas 6 E3 Astomi",4749.0,1203.2,subtropical
59735,Bargysoi,India,26.243751339055336,85.48293992980784,precise,"An ancient people, tribe, or cultural group. Located: between Śrāvastī and Vaiśālī Skt.: Bhārga.",52.0,504.6,subtropical
59754,Byltai,India,35.49080666855811,76.31219890207619,precise,"An ancient place, cited: BAtlas 6 D2 Byltai",3516.0,1853.0,subtropical
59739,Batankaisara?,India,26.860053,77.791142,precise,"An ancient place, cited: BAtlas 6 D4 Batankaisara?",174.0,1012.2,subtropical
59778,Colobae,India,31.79441564704721,77.12664513948312,precise,"An ancient people, tribe, or cultural group. Skt.: Kolūta.",2217.0,1487.1,subtropical
59775,Chrisobora/Kleisobora,India,28.030792,77.649033,precise,"An ancient place, cited: BAtlas 6 D4 Chrisobora/Kleisobora",190.0,1118.9,subtropical
59763,Casuagus/Kossoanos (river),India,26.02259499410573,86.78947279055427,precise,"An ancient place, cited: BAtlas 6 F4 Casuagus/Kossoanos fl.",48.0,420.5,subtropical
59705,Ārjunāyanas,India,27.6075119353747,76.39497942924939,precise,"An ancient place, cited: BAtlas 6 D4 Ārjunāyanas",444.0,1024.9,subtropical
59768,Charmae,India,25.21116839153654,78.49739095457578,precise,"An ancient people, tribe, or cultural group. Located: Chamars, inhabitants of Bundelkhand.",293.0,906.1,subtropical
59748,Bilaspur,India,22.081816,82.153531,precise,"An ancient place, cited: BAtlas 6 E5 Bilaspur",265.0,554.4,tropical
59772,Chirotosagi/Kirradai,India,27.449538422411816,87.95251097554161,precise,"An ancient place, cited: BAtlas 6 F4 Chirotosagi/Kirradai",2671.0,551.5,subtropical
59749,Bolingae,India,27.59925032250876,75.68518877457329,precise,"An ancient place, cited: BAtlas 6 D4 Bolingae",473.0,1000.4,subtropical
59770,Chatriaioi,India,23.58914261429,76.19429159574085,precise,"Khatri, an ancient people in Malwa, also a caste.",422.0,619.6,subtropical
59730,Bamanghati,India,22.270096,86.319292,precise,"An ancient place, cited: BAtlas 6 F5 Bamanghati",373.0,142.8,tropical
59767,Chakerbedha,India,21.852861,81.934312,precise,"An ancient place, cited: BAtlas 6 E5 Chakerbedha",249.0,575.6,tropical
59721,Attakenoi,India,30.624399132691057,74.07626418007459,precise,"An ancient people, tribe, or cultural group. Located: along R. Sutlej.",180.0,1298.9,subtropical
59717,Asthagoura,India,25.020732,83.021033,precise,"An ancient place, cited: BAtlas 6 E4 Asthagoura",98.0,594.8,subtropical
59756,Caesi,India,31.65203426855432,76.40745132830165,precise,"An ancient place, cited: BAtlas 6 D3 Caesi",637.0,1452.5,subtropical
59757,Cainnas (river),India,25.22249462415458,80.23359079763623,precise,"An ancient river of the Indian peninsula, mentioned by Pliny and Arrian, that perhaps should be identified with the modern Ken.",144.0,843.6,subtropical
59741,Bepyron (mountain),India,27.377594551198428,92.06043510572331,precise,A mountain mentioned in ancient sources.,3154.0,661.6,subtropical
59794,Dosara,India,24.881711,84.731548,precise,"An ancient place, cited: BAtlas 6 E5 Dosara",99.0,449.6,subtropical
59777,Chunar,India,25.205564,82.714728,precise,"An ancient place, cited: BAtlas 6 E4 Chunar",83.0,631.7,subtropical
59720,Astrybai,India,31.09309337437042,74.12951864455823,precise,"An ancient people, tribe, or cultural group.",201.0,1351.3,subtropical
59684,Antibolei (river),India,23.826826467049468,90.82273079301956,precise,"An ancient place, cited: BAtlas 6 G5 Antibolei fl.",4.0,297.1,subtropical
59651,Abiria,India,22.6473654352932,74.73711205081261,precise,"An ancient place, cited: BAtlas 6 C5 Abiria",440.0,452.8,tropical
59647,Abali,India,24.05842999721749,84.76457221623407,precise,"An ancient place, cited: BAtlas 6 E5 Abali",483.0,391.5,subtropical
59656,Adisdara,India,29.381476,79.111003,precise,"An ancient place, cited: BAtlas 6 D4 Adisdara",332.0,1194.8,subtropical
59683,Aninacha,India,27.478658,80.056044,precise,"An ancient place, cited: BAtlas 6 E4 Aninacha",143.0,996.6,subtropical
59682,Andomatis (river),India,23.421717229195067,86.60687364030639,precise,"An ancient place, cited: BAtlas 6 F5 Andomatis fl.",184.0,201.4,tropical
59657,Adrestae,India,31.507940963272706,74.6708279608821,precise,"An ancient place, cited: BAtlas 6 C3 Adrestae",220.0,1403.4,subtropical
59659,Aganagara?,India,23.620683,88.430067,precise,"An ancient place, cited: BAtlas 6 F5 Aganagara?",13.0,125.3,subtropical
59655,Adamas? (river),India,22.65087510717981,86.37591043921834,precise,"An ancient place, cited: BAtlas 6 F5 Adamas? fl.",94.0,164.5,tropical
59680,Amystis (river),India,23.9326639231594,87.19021429660275,precise,"An ancient place, cited: BAtlas 6 F5 Amystis fl.",132.0,195.5,subtropical
59871,Kathaioi/Xathroi,India,32.22274185807949,74.67188998686004,precise,The Kathaioi/Xathroi were a people of ancient India subjugated by Alexander the Great. Their territory lay in the Punjab either to the east of the Hydraotes or between the Hydaspes and Acesines rivers.,242.0,1482.1,subtropical
59884,Kondochates (river),India,27.2403391948911,83.89502975748147,precise,"An ancient place, cited: BAtlas 6 E4 Kondochates fl.",94.0,689.3,subtropical
59847,Indabara,India,28.612334,77.256284,precise,"An ancient place, cited: BAtlas 6 D4 Indabara",200.0,1160.7,subtropical
59807,Eragassa,India,25.692849,78.502924,precise,"An ancient place, cited: BAtlas 6 D4 Eragassa",217.0,947.2,subtropical
59870,Katadoupe,India,23.63355,88.132158,precise,"An ancient place, cited: BAtlas 6 F5 Katadoupe",16.0,127.2,subtropical
59866,Kāśī,India,25.326033,83.033976,precise,"An ancient place, cited: BAtlas 6 E4 Kāśī",86.0,615.7,subtropical
59820,Gangaridae,India,22.85090066305825,89.2620336294572,precise,"An ancient place, cited: BAtlas 6 F5 Gangaridae",8.0,106.1,tropical
59876,Kindia,India,25.333951,82.739094,precise,"An ancient place, cited: BAtlas 6 E4 Kindia",82.0,638.8,subtropical
59821,Gange,India,25.425265,81.810766,precise,"An ancient place, cited: BAtlas 6 E4 Gange",95.0,719.2,subtropical
59860,Kambouson Stoma,India,22.5,87.5,rough,"An ancient place, cited: BAtlas 6 F5 Kambouson Stoma",19.0,82.2,tropical
59856,Kakouthis,India,25.227741,85.052746,precise,"An ancient place, cited: BAtlas 6 F4 Kakouthis",63.0,448.3,subtropical
59883,Kommenases (river),India,25.424970693889943,83.78730237369851,precise,"An ancient place, cited: BAtlas 6 E4 Kommenases fl.",66.0,562.1,subtropical
59880,Kognabanda,India,23.475906,77.715146,precise,"An ancient place, cited: BAtlas 6 D5 Kognabanda",428.0,712.0,tropical
59875,Kelydna,India,25.022024,88.137799,precise,"An ancient place, cited: BAtlas 6 F4 Kelydna",18.0,280.9,subtropical
59822,Ganges (river),India,25.932326764891943,83.77990189470715,precise,"The Ganges flows some 2,525 km (1,569 mi) from its sources in the western Himalayas to the Bay of Bengal.",66.0,596.4,subtropical
59834,Hemodos/Imaus/Caucasus (mountains),India,30.247764207578754,81.17261048904085,precise,"Although ancient, western commentators varied in their precision and ideas about location, they seem all to have meant by these names a single range or mountainous region corresponding to the modern notion of the Himalaya or at least the eastern portion of what we today consider the Hindu Kush, Pamir, and Himalaya ranges.",4049.0,1115.7,subtropical
59862,Kanogiza,India,27.053262,79.918632,precise,"An ancient place, cited: BAtlas 6 D4 Kanogiza",140.0,978.2,subtropical
59835,(H)Eorta/Sageda,India,26.953896,81.857671,precise,"An ancient place, cited: BAtlas 6 E4 (H)Eorta/Sageda",99.0,817.4,subtropical
59819,Ganganoi,India,28.97803224008604,79.57606554735061,precise,"An ancient people, tribe, or cultural group. Located: upper R. Ganges-Ghaggar Doab.",226.0,1131.7,subtropical
59839,Vipās/Hyp(h)asis/Bibasis/Hypanis (river),India,31.730138675406824,75.54716082714245,precise,"Known as Vipās in Sanskrit sources, the modern Beas river, as well as the combined Beas-Sutlej, traverses parts of modern India and Pakistan. It was also known -- to varying degrees of clarity -- to Greek and Roman writers by the name variants Hypasis, Hyphasis, Bibasis, and Hypanis.",236.0,1442.0,subtropical
59808,Erannoboas/Sonus (river),India,24.8285318048606,83.79738394056189,precise,"A river which flowed into the Ganges river at Patna, mentioned by both Arrian and Pliny.",376.0,521.5,subtropical
59873,Kauśāmbī,India,25.338984,81.392899,precise,Kauśāmbī was the capital of the ancient Indian kingdom of Vatsa. It was situated along the Yamunā river near its confluence with the Ganges.,89.0,748.7,subtropical
59812,Euthymedeia/Sangala,India,32.238201,74.541542,precise,"An ancient place, cited: BAtlas 6 C3 Euthymedeia/Sangala",234.0,1482.3,subtropical
59804,Emodon/Kasia (mountain),India,35.315833,80.915833,precise,"An ancient place, cited: BAtlas 6 E2 Emodon/Kasia M.",7006.0,1594.7,subtropical
59828,Glauganikai,India,33.21859136895765,74.3173777620029,precise,"An ancient place, cited: BAtlas 6 C3 Glauganikai",778.0,1588.2,subtropical
59869,Kaspiria/Caspyre/Kattybourine,India,34.0907837288023,74.8246963017859,precise,"An ancient place, cited: BAtlas 6 C3 Kaspiria/Caspyre/Kattybourine",1588.0,1689.9,subtropical
59891,Kylindrene Chora,India,32.065365240876936,77.07596156778014,precise,"An ancient place, cited: BAtlas 6 D3 Kylindrene Chora",2391.0,1514.4,subtropical
59852,Iomanes/Iobares (river),India,30.754385934728944,78.18148087998077,precise,"A major river of the Indian subcontinent, the Yamuna is the second-largest tributary river of the Ganges and the longest tributary in India. The river flows from the Yamunotri Glacier and travels a total length of 1,376 km (855 mi). It drains some 366,223 square km.",2205.0,1360.3,subtropical
59825,Gatasmira,India,27.330766,77.064491,precise,"An ancient place, cited: BAtlas 6 D4 Gatasmira",208.0,1023.5,subtropical
50083,Kourelloura,India,11.067143,77.170952,precise,"An ancient place, cited: BAtlas 5 D4 Kourelloura",342.0,301.1,tropical
50040,Kapuhenvala,Sri Lanka,8.022877,80.273603,precise,"An ancient place, cited: BAtlas 5 inset Kapuhenvala",100.0,199.9,equatorial
50017,Kalaikaris,India,10.308184,76.334349,precise,"An ancient place, cited: BAtlas 5 D4 Kalaikaris",18.0,276.9,tropical
50060,Koddoura,India,16.259169,80.930118,precise,"An ancient place, cited: BAtlas 5 E3 Koddoura",6.0,368.7,tropical
50037,Kantarodai,Sri Lanka,9.7508976,80.0089587,precise,"Kantarodai is the name of a small, modern neighborhood in Chunnakam town in northern Sri Lanka. Archaeological excavations there have produced both local and imported pottery as well as mainland Indian and Roman coins.",10.0,5.5,equatorial
50021,Kaliyamputhur,India,10.323111,77.45179,precise,"An ancient place, cited: BAtlas 5 D4 Kaliyamputhur",1070.0,247.3,tropical
50076,Kory (island),India,9.24417392393757,79.32526871393956,precise,"An ancient place, cited: BAtlas 5 D5 Kory Ins.",5.0,96.4,equatorial
50099,Magaris,India,20.378459,85.994719,precise,"An ancient place, cited: BAtlas 5 F2 Magaris",17.0,207.0,tropical
50020,Kaliour/Orthoura,India,10.687267,78.679619,precise,"An ancient place, cited: BAtlas 5 D4 Kaliour/Orthoura",88.0,175.0,tropical
50041,Kareoi,India,9.156823970428553,78.27056168428261,precise,An ancient people located on Gulf of Mannar.,14.0,144.9,equatorial
50000,Hippuri Pr.,Sri Lanka,8.533333,79.866667,precise,"An ancient place, cited: BAtlas 5 inset Hippuri Pr.",0.0,141.6,equatorial
50082,Kottobora,India,16.421321,80.992405,precise,"An ancient place, cited: BAtlas 5 E3 Kottobora",6.0,387.7,tropical
50066,Komar(ei) (promontory),India,8.0772932,77.5513761,precise,"The modern Kanyakumari (Cape Comorin), southernmost tip of the Indian subcontinent.",2.0,6.2,equatorial
50027,Kalmunai,Sri Lanka,7.4131557,81.8269327,precise,"A modern settlement on the east coast of Sri Lanka (Ampara district, Eastern province). It was the reported findspot of a single Roman bronze coin.",6.0,238.7,equatorial
50070,Koneripatty,India,11.542717,77.829432,precise,"An ancient place, cited: BAtlas 5 D4 Koneripatty",317.0,218.2,tropical
50085,Kudavelli,India,17.5,77.5,rough,"An ancient place, cited: BAtlas 5 D3 Kudavelli",603.0,452.8,tropical
50093,Lingarajupalem,India,17.398822,82.733563,precise,"An ancient place, cited: BAtlas 5 E3 Lingarajupalem",14.0,554.4,tropical
50046,Karoura,India,12.5,77.5,rough,"An ancient place, cited: BAtlas 5 D4 Karoura",759.0,258.7,tropical
50011,Jaffna,Sri Lanka,9.661533,80.044986,precise,"An ancient place, cited: BAtlas 5 inset Jaffna",10.0,16.2,equatorial
50047,Karukkakkuriochi,India,10.329253,79.166017,precise,"An ancient place, cited: BAtlas 5 D4 Karukkakkuriochi",29.0,108.6,tropical
50051,Kathanganni,India,10.686144,77.427325,precise,"An ancient place, cited: BAtlas 5 D4 Kathanganni",323.0,287.7,tropical
50092,Limyrike,India,11.07163180379676,75.92164718452868,precise,"An ancient place, cited: BAtlas 5 D4 Limyrike",33.0,373.0,tropical
50084,Kouroula,India,10.926422,79.837316,precise,"An ancient place, cited: BAtlas 5 D4 Kouroula",3.0,108.3,tropical
50071,Koniakoi,India,8.281588785704466,77.67640181912101,precise,"An ancient people, tribe, or cultural group. Located: Cape Comorin.",52.0,28.0,equatorial
50048,Karur,India,10.951893,78.079902,precise,"An ancient place, cited: BAtlas 5 D4 Karur",114.0,215.1,tropical
50025,Kalligeris,India,13.495276,76.152406,precise,"An ancient place, cited: BAtlas 5 D4 Kalligeris",731.0,337.4,tropical
50033,Kanathra (island),Sri Lanka,9.51604786767614,79.68877811792926,precise,"Neduntheevu is an island in the Palk Strait, northern Sri Lanka.",1.0,46.5,equatorial
50064,Korkai/Kolchoi,India,8.63948,78.05799,precise,"An ancient settlement of southeastern India associated with trade and pearl fishery in both Sangam and Roman literature (Ptolemy calls it an ""emporion""). Although the area -- where chance finds, and excavation have surfaced material ranging in date from the first millennium BCE to at least the second century CE -- now lies some 6km inland from the ocean and 2km north of the current course of the Thamirabharani river, modern scholars uniformly consider it to have been an ancient seaport equipped with a harbor of some kind. Literary sources attest to its importance during the Pandya dynasty.",11.0,85.8,equatorial
50044,Karmara,India,10.771881,79.632958,precise,"An ancient place, cited: BAtlas 5 D4 Karmara",17.0,115.3,tropical
50052,Katriyal,India,16.64652,75.78982,precise,"An ancient place, cited: BAtlas 5 D3 Katriyal",617.0,247.9,tropical
50091,Leuke (island),India,14.0188543,74.3250429,precise,"An ancient place, cited: BAtlas 5 C4 Leuke Ins.",49.0,174.1,tropical
50068,Kondapur,India,17.428536,78.362612,precise,"An ancient place, cited: BAtlas 5 D3 Kondapur",581.0,531.7,tropical
50086,Kulattupalaiyam,India,10.917509,77.89183,precise,"An ancient place, cited: BAtlas 5 D4 Kulattupalaiyam",189.0,234.9,tropical
50028,Kalpitiya,Sri Lanka,8.2368062,79.7661508,precise,"A modern settlement located in the Puttalam district of Sri Lanka's North Western province. In the early 20th century, Roman bronze coins of the 4th and 5th centuries CE were reported to have been found in the vicinity.",4.0,175.7,equatorial
50004,India,India,20.63673796159033,79.53326050324434,precise,The region of ancient India as understood by the Greeks and Romans.,274.0,727.4,tropical
50065,Kolugala,Sri Lanka,7.313839,80.517829,precise,A modern settlement in Sri Lanka catalogued as the findspot of 220 Roman coins dating between the reigns of Constantine I and Honorius.,282.0,150.3,equatorial
50024,Kalliga,India,18.597236,83.966616,precise,"An ancient place, cited: BAtlas 5 E3 Kalliga",28.0,497.6,tropical
50073,Koreoura?,India,10.594294,76.036497,precise,"An ancient place, cited: BAtlas 5 D4 Koreoura?",11.0,320.5,tropical
50042,Karige,India,11.432137,79.690518,precise,"An ancient place, cited: BAtlas 5 D4 Karige",6.0,53.4,tropical
50078,Kotpad,India,17.917534,83.301502,precise,"An ancient place, cited: BAtlas 5 E3 Kotpad",152.0,600.5,tropical
50081,Kottapatnam,India,14.1160137,80.1199192,precise,"A modern village near the coast north from Chennai where an archaeologically attested seaport settlement flourished from the 3rd century BCE until the 15th century CE as attested by remnants of Chinese and Thai pottery -- as well as a Chinese coin. It is probably to be identified with Ptolemy's ""Kottis"".",5.0,125.6,tropical
50019,Kalindoia,India,12.5,77.5,rough,"An ancient place, cited: BAtlas 5 D4 Kalindoia",759.0,258.7,tropical
50058,Kitalagama,Sri Lanka,6.024434333333335,80.55979333333335,precise,Kitalagama is recorded as the early 20th century findspot of two separately reported hoards (or parts thereof) of Roman bronze coins. The identifiable coins date from the Constantinian and Theodosian dynasties. Walburg reports that neither find is sufficiently well-documented to determine which of two modern towns is meant: Kitalagama West or Kitalagama East.,10.0,39.9,equatorial
50074,Korounkala,India,17.998359,79.587917,precise,"An ancient place, cited: BAtlas 5 D3 Korounkala",263.0,561.0,tropical
50035,Kannagara?,India,16.315208,81.06276,precise,"An ancient place, cited: BAtlas 5 E3 Kannagara?",5.0,377.7,tropical
50063,Kolchikos Kolpos,India,7.927230308933972,79.23670020753552,precise,"The Gulf of Mannar is a shallow bay that is part of the Laccadive Sea in the Indian Ocean. It is situated between the southeastern tip of India and the west coast of Sri Lanka.
",0.0,192.2,equatorial
50034,Kandy,Sri Lanka,7.271587510837998,80.65782045212683,precise,"The modern Sri Lankan city of Kandy (capital of Central Province), together with some nearby towns and villages, is reported as the find spot or place of purchase of ancient coins in the 20th century, including fourth-century Roman and imitation Roman bronze and punch-marked bronze, as well as early Sinhalese gold coins. Walburg 2023 expresses skepticism about the accuracy and completeness of several of the reports.",574.0,150.2,equatorial
50022,Kallakinar,India,10.811697,77.334093,precise,"An ancient place, cited: BAtlas 5 D4 Kallakinar",318.0,294.8,tropical
50075,Kurunegala,Sri Lanka,7.471079,80.355886,precise,"A city of Sri Lanka where significant numbers of imported coins have been found, including Roman (reigns of Vespasian and Nero) and Chinese (Song and Southern Song dynasties). A Brahmi inscription from Kaduruvava in the Kurunegala district mentions a trade corporation of ""Kambojas"", an ancient people of Arachosia (i.e., the area of Kandahar in Afghanistan), possibly to be identified with Ptolemy's Tambyzoi, q.v..",121.0,164.5,equatorial
50080,Kottiara,India,8.991778,76.777701,precise,"An ancient place, cited: BAtlas 5 D5 Kottiara",40.0,127.0,equatorial
50038,Kantakossyla,India,16.150994,80.260333,precise,"An ancient place, cited: BAtlas 5 E3 Kantakossyla",29.0,350.4,tropical
50096,Maagrammon,Sri Lanka,6.28428,81.278156,precise,"An ancient place, cited: BAtlas 5 inset Maagrammon",20.0,123.3,equatorial
50079,Kottayam,India,9.586011,76.521245,precise,"An ancient place, cited: BAtlas 5 D5 Kottayam",25.0,197.1,equatorial
50055,Kerobothros,India,10.90479485224958,76.25058185317283,precise,"An ancient place, cited: BAtlas 5 D4 Kerobothros",46.0,340.6,tropical
50043,Karivalamvandanallur,India,9.149927,77.578469,precise,"An ancient place, cited: BAtlas 5 D5 Karivalamvandanallur",139.0,117.1,equatorial
50643,Galiba,India,10.0,80.0,rough,"An ancient place, cited: BAtlas 5 unlocated Galiba",0.0,22.2,equatorial
50645,Galiboi,India,10.0,80.0,rough,An ancient people whose territory is unlocated,0.0,22.2,equatorial
50168,Nagappattinam,India,10.7647952,79.8430779,precise,"An ancient seaport, locus of Indian Ocean trade, Buddhist center, and major site for bronze production attested archaeologically and in epigraphic and literary sources from the time of Ptolemy to the present.",8.0,108.6,tropical
50105,Malaia (mountain),Sri Lanka,6.887936236789827,80.71591239074576,precise,The southern mountain ranges of Sri Lanka.,1397.0,114.0,equatorial
50172,Odoka,Sri Lanka,6.045488,80.226317,precise,"An ancient place, cited: BAtlas 5 inset Odoka",6.0,5.8,equatorial
50132,Mihintale,Sri Lanka,8.315311,80.508861,precise,"A mountain, associated settlement, and Buddhist pilgrimage site in Sri Lanka comprising multiple religious monuments, monasteries, and other features. Epigraphic finds span the period from the third century BCE to the tenth century CE.",129.0,174.3,equatorial
50165,Nelkynda,India,9.272624,76.558846,precise,Nelcynda was located some fifty miles from Muziris in the kingdom of the Pandyas.,12.0,166.4,equatorial
50124,Matara,Sri Lanka,5.952062,80.510826,precise,"A modern city of Sri Lanka whence a hoard of ancient coins (now in the British museum) that included locally minted, late Roman imitations.",4.0,34.8,equatorial
50153,Nagarjunakonda,India,16.521989135648727,79.24041571099886,precise,"Nagarjunakonda was a Buddhist archaeological site located in Andhra Pradesh, India.",199.0,407.9,tropical
50104,Krishna/Maisolos (river),India,16.57542963071817,77.23648317768321,precise,The modern Krishna river in India was known to Ptolemy as Maisolos.,364.0,386.2,tropical
50145,Musiris? L.,India,12.5,77.5,rough,"An ancient place, cited: BAtlas 5 D4 Musiris? L.",759.0,258.7,tropical
50186,Oxeia (promontory),Sri Lanka,8.5253465,81.3187225,precise,"Ptolemy provides this name for a promontory of Sri Lanka, which BAtlDir identifies with the southern cape of Koddiyar Bay (i.e., the promontory at the tip of which the so-called Foul Point lighthouse now stands).",0.0,202.6,equatorial
50128,Melange,India,14.159117,79.991827,precise,"An ancient place, cited: BAtlas 5 E4 Melange",3.0,133.1,tropical
